location,metric,value,change (avg),growth rate,doubling time (days),severity (change),severity (growth),severity,severity (trend)
"Pitkin, Colorado",Confirmed (per 100k),275.79,8.04,0.03,21.21,5,0,5,0
"Mountrail, North Dakota",Confirmed (per 100k),275.01,9.48,0.03,15.10,5,0,5,1
"Clarendon, South Carolina",Confirmed (per 100k),266.71,8.89,0.03,18.40,5,0,5,-1
"Barnstable, Massachusetts",Confirmed (per 100k),248.84,7.31,0.03,20.81,5,0,5,-1
"Schley, Georgia",Confirmed (per 100k),247.29,5.43,0.02,27.38,5,0,5,-1
"Teton, Wyoming",Confirmed (per 100k),247.19,9.74,0.04,15.29,5,0,5,-1
"Terrebonne, Louisiana",Confirmed (per 100k),247.15,9.18,0.04,16.38,5,0,5,-1
"Sumner, Tennessee",Confirmed (per 100k),243.62,7.84,0.03,19.31,5,0,5,0
"Snohomish, Washington",Confirmed (per 100k),241.82,5.06,0.02,30.14,5,0,5,0
"Montour, Pennsylvania",Confirmed (per 100k),241.36,5.49,0.02,26.19,5,0,5,5
"Tunica, Mississippi",Confirmed (per 100k),238.79,7.42,0.03,18.78,5,0,5,1
"Summit, Colorado",Confirmed (per 100k),238.63,7.37,0.03,19.41,5,0,5,0
"Bolivar, Mississippi",Confirmed (per 100k),228.55,7.00,0.03,20.08,5,0,5,-1
"Franklin, Massachusetts",Confirmed (per 100k),227.99,7.53,0.03,17.73,5,0,5,-1
"Chittenden, Vermont",Confirmed (per 100k),227.14,5.58,0.02,26.07,5,0,5,0
"Bartow, Georgia",Confirmed (per 100k),218.12,5.70,0.03,23.22,5,0,5,1
"Washtenaw, Michigan",Confirmed (per 100k),217.08,8.28,0.04,15.32,5,0,5,0
"Jennings, Indiana",Confirmed (per 100k),216.33,8.76,0.04,14.21,5,0,5,-1
"King, Washington",Confirmed (per 100k),205.08,6.74,0.03,18.79,5,0,5,0
"Tippah, Mississippi",Confirmed (per 100k),204.41,5.84,0.03,22.37,5,0,5,0
"Perry, Missouri",Confirmed (per 100k),198.58,7.47,0.04,16.01,5,0,5,-1
"Seminole, Georgia",Confirmed (per 100k),197.78,7.06,0.04,16.81,5,0,5,-1
"Milwaukee, Wisconsin",Confirmed (per 100k),197.73,7.13,0.04,16.36,5,0,5,-1
"Carroll, Georgia",Confirmed (per 100k),197.51,6.91,0.03,16.59,5,0,5,0
"Erie, New York",Confirmed (per 100k),197.23,7.71,0.04,14.65,5,0,5,-1
"Colquitt, Georgia",Confirmed (per 100k),195.18,5.95,0.03,20.45,5,0,5,-1
"Coahoma, Mississippi",Confirmed (per 100k),194.36,5.81,0.03,19.44,5,0,5,0
"Webster, Louisiana",Confirmed (per 100k),179.97,5.22,0.03,20.20,5,0,5,1
"Hillsdale, Michigan",Confirmed (per 100k),177.61,7.52,0.04,14.15,5,0,5,-1
"Allamakee, Iowa",Confirmed (per 100k),175.35,6.26,0.04,16.63,5,0,5,1
"Acadia, Louisiana",Confirmed (per 100k),169.23,5.07,0.03,20.79,5,0,5,0
"Columbia, New York",Confirmed (per 100k),168.18,5.05,0.03,19.55,5,0,5,1
"Bossier, Louisiana",Confirmed (per 100k),166.09,6.86,0.04,14.01,5,0,5,0
"Hancock, Indiana",Confirmed (per 100k),165.03,5.85,0.04,16.48,5,0,5,-1
"Routt, Colorado",Confirmed (per 100k),159.92,5.01,0.03,18.83,5,0,5,1
"Kemper, Mississippi",Confirmed (per 100k),153.97,5.87,0.04,15.94,5,0,5,-2
"Lafayette, Louisiana",Confirmed (per 100k),153.44,5.09,0.03,18.23,5,0,5,1
"Hamilton, Indiana",Confirmed (per 100k),150.88,5.75,0.04,15.59,5,0,5,-1
"Chenango, New York",Confirmed (per 100k),150.40,5.14,0.03,16.98,5,0,5,-1
"Morgan, Indiana",Confirmed (per 100k),148.96,5.07,0.03,17.81,5,0,5,-1
"Jefferson, Colorado",Confirmed (per 100k),138.79,5.64,0.04,14.48,5,0,5,-1
"St. Helena, Louisiana",Confirmed (per 100k),138.18,5.64,0.04,14.55,5,0,5,-2
"Rapides, Louisiana",Confirmed (per 100k),138.07,5.07,0.04,16.32,5,0,5,-1
"Johnson, Wyoming",Confirmed (per 100k),130.25,5.07,0.04,15.36,5,0,5,-1
"Jackson, Mississippi",Confirmed (per 100k),126.73,4.87,0.04,13.10,4,1,5,-1
"Bacon, Georgia",Confirmed (per 100k),125.40,5.12,0.04,16.29,5,0,5,-1
"Clarke, Mississippi",Confirmed (per 100k),122.26,4.60,0.04,12.27,4,1,5,-2
"Caddo, Oklahoma",Confirmed (per 100k),121.69,1.99,0.02,9.53,4,1,5,-1
"Clark, Nevada",Confirmed (per 100k),112.89,4.88,0.04,13.47,4,1,5,-1
"Putnam, Indiana",Confirmed (per 100k),111.77,4.94,0.04,11.54,4,1,5,-1
"Salt Lake, Utah",Confirmed (per 100k),110.73,4.68,0.04,12.91,4,1,5,0
"Durham, North Carolina",Confirmed (per 100k),108.56,4.67,0.04,12.23,4,1,5,0
"Fairfield, South Carolina",Confirmed (per 100k),107.40,4.47,0.04,13.61,4,1,5,0
"Fayette, Georgia",Confirmed (per 100k),104.88,4.49,0.04,12.72,4,1,5,1
"Los Angeles, California",Confirmed (per 100k),104.76,4.43,0.04,13.19,4,1,5,0
"Richland, Louisiana",Confirmed (per 100k),104.36,4.97,0.05,12.03,4,1,5,-1
"Hancock, Mississippi",Confirmed (per 100k),102.87,4.50,0.04,12.13,4,1,5,1
"Darke, Ohio",Confirmed (per 100k),101.74,4.47,0.04,12.82,4,1,5,1
"Winona, Minnesota",Confirmed (per 100k),101.02,3.96,0.04,8.61,4,1,5,-1
"Saratoga, New York",Confirmed (per 100k),98.75,4.29,0.04,12.95,4,1,5,1
"Dauphin, Pennsylvania",Confirmed (per 100k),97.38,4.83,0.05,10.55,4,1,5,-1
"Troup, Georgia",Confirmed (per 100k),97.25,4.49,0.05,12.19,4,1,5,0
"Portage, Ohio",Confirmed (per 100k),97.25,3.96,0.04,13.65,4,1,5,0
"Newton, Georgia",Confirmed (per 100k),93.07,4.47,0.05,10.62,4,1,5,0
"Brown, Indiana",Confirmed (per 100k),92.76,4.73,0.05,10.19,4,1,5,-2
"Boulder, Colorado",Confirmed (per 100k),91.66,3.81,0.04,13.24,4,1,5,0
"Gwinnett, Georgia",Confirmed (per 100k),91.00,4.42,0.05,10.96,4,1,5,0
"Twin Falls, Idaho",Confirmed (per 100k),90.93,4.28,0.05,12.55,4,1,5,-1
"El Paso, Colorado",Confirmed (per 100k),90.50,3.87,0.04,13.63,4,1,5,0
"Sussex, Virginia",Confirmed (per 100k),89.61,3.84,0.04,11.66,4,1,5,-1
"Calhoun, Texas",Confirmed (per 100k),89.24,4.70,0.05,9.75,4,1,5,1
"Loudoun, Virginia",Confirmed (per 100k),88.75,4.66,0.05,10.14,4,1,5,0
"Rensselaer, New York",Confirmed (per 100k),88.21,4.68,0.05,9.63,4,1,5,1
"Lee, Florida",Confirmed (per 100k),87.86,4.13,0.05,12.10,4,1,5,0
"Daviess, Kentucky",Confirmed (per 100k),87.68,4.08,0.05,12.22,4,1,5,0
"Geauga, Ohio",Confirmed (per 100k),87.56,4.27,0.05,9.33,4,1,5,0
"Pulaski, Arkansas",Confirmed (per 100k),87.52,4.45,0.05,9.25,4,1,5,0
"Peach, Georgia",Confirmed (per 100k),87.13,4.15,0.05,12.65,4,1,5,0
"Cherokee, Georgia",Confirmed (per 100k),86.95,4.14,0.05,11.34,4,1,5,0
"St. Lawrence, New York",Confirmed (per 100k),85.39,4.11,0.05,12.91,4,1,5,0
"York, Pennsylvania",Confirmed (per 100k),84.84,4.87,0.06,9.02,4,1,5,0
"Bertie, North Carolina",Confirmed (per 100k),84.45,4.52,0.05,9.35,4,1,5,0
"Cumberland, Tennessee",Confirmed (per 100k),84.27,4.48,0.05,9.94,4,1,5,0
"Union, South Carolina",Confirmed (per 100k),84.20,4.18,0.05,12.04,4,1,5,-1
"Franklin, Ohio",Confirmed (per 100k),83.69,3.80,0.05,12.16,4,1,5,0
"Wilkes, Georgia",Confirmed (per 100k),81.82,4.38,0.05,9.35,4,1,5,0
"Frederick, Virginia",Confirmed (per 100k),81.74,4.48,0.05,10.22,4,1,5,-2
"Escambia, Florida",Confirmed (per 100k),81.68,3.55,0.04,12.63,4,1,5,0
"Terry, Texas",Confirmed (per 100k),81.06,4.63,0.06,8.83,4,1,5,-2
"Webb, Texas",Confirmed (per 100k),80.61,4.34,0.05,9.72,4,1,5,0
"Charlottesville, Virginia",Confirmed (per 100k),80.40,3.93,0.05,10.79,4,1,5,1
"Broome, New York",Confirmed (per 100k),80.32,4.50,0.06,9.26,4,1,5,0
"Berrien, Michigan",Confirmed (per 100k),80.18,4.38,0.05,9.29,4,1,5,0
"Alachua, Florida",Confirmed (per 100k),79.91,4.04,0.05,11.32,4,1,5,0
"Gordon, Georgia",Confirmed (per 100k),79.36,4.93,0.06,7.55,4,1,5,0
"Barrow, Georgia",Confirmed (per 100k),79.29,4.29,0.05,9.69,4,1,5,-2
"Porter, Indiana",Confirmed (per 100k),79.23,3.61,0.05,11.66,4,1,5,0
"Chelan, Washington",Confirmed (per 100k),79.02,5.00,0.06,8.53,4,1,5,0
"Chilton, Alabama",Confirmed (per 100k),78.78,4.18,0.05,10.15,4,1,5,0
"Washington, Ohio",Confirmed (per 100k),78.45,4.05,0.05,10.21,4,1,5,-2
"Torrance, New Mexico",Confirmed (per 100k),77.61,2.77,0.04,13.74,4,1,5,0
"Fort Bend, Texas",Confirmed (per 100k),77.25,3.96,0.05,10.37,4,1,5,0
"Louisa, Virginia",Confirmed (per 100k),77.15,4.94,0.06,8.02,4,1,5,0
"Richmond City, Virginia",Confirmed (per 100k),76.81,4.03,0.05,10.61,4,1,5,0
"Buffalo, Nebraska",Confirmed (per 100k),76.52,4.32,0.06,10.37,4,1,5,-1
"Dodge, Minnesota",Confirmed (per 100k),76.43,3.41,0.04,13.93,4,1,5,0
"Greenville, South Carolina",Confirmed (per 100k),76.40,4.34,0.06,9.06,4,1,5,0
"Etowah, Alabama",Confirmed (per 100k),76.27,4.89,0.06,8.74,4,1,5,-2
"Howard, Arkansas",Confirmed (per 100k),75.75,4.33,0.06,7.97,4,1,5,0
"Tulare, California",Confirmed (per 100k),75.50,4.26,0.06,7.22,4,1,5,0
"Dallas, Texas",Confirmed (per 100k),75.36,3.34,0.04,12.39,4,1,5,0
"Jefferson, Kentucky",Confirmed (per 100k),74.73,4.30,0.06,8.81,4,1,5,0
"Scott, Iowa",Confirmed (per 100k),74.59,4.79,0.06,8.40,4,1,5,-2
"Madison, Tennessee",Confirmed (per 100k),74.50,4.37,0.06,8.94,4,1,5,-2
"Cass, North Dakota",Confirmed (per 100k),74.21,4.16,0.06,8.66,4,1,5,0
"Ottawa, Oklahoma",Confirmed (per 100k),73.89,4.13,0.06,9.66,4,1,5,-1
"Laurens, Georgia",Confirmed (per 100k),73.61,3.91,0.05,10.85,4,1,5,-2
"Washington, Alabama",Confirmed (per 100k),73.50,4.38,0.06,10.32,4,1,5,-2
"Marion, West Virginia",Confirmed (per 100k),73.12,3.31,0.05,11.86,4,1,5,0
"Lexington, South Carolina",Confirmed (per 100k),72.97,3.92,0.05,10.75,4,1,5,0
"Canyon, Idaho",Confirmed (per 100k),72.66,3.54,0.05,11.58,4,1,5,0
"Pike, Alabama",Confirmed (per 100k),72.48,3.45,0.05,11.09,4,1,5,0
"Chesterfield, Virginia",Confirmed (per 100k),72.00,4.58,0.06,7.90,4,1,5,0
"Harrison, Missouri",Confirmed (per 100k),71.84,3.42,0.05,12.82,4,1,5,-2
"Johnson, Arkansas",Confirmed (per 100k),71.49,4.30,0.06,7.62,4,1,5,0
"Harris, Georgia",Confirmed (per 100k),70.95,4.46,0.06,7.90,4,1,5,-1
"Chambers, Texas",Confirmed (per 100k),70.72,3.91,0.06,9.82,4,1,5,-2
"Travis, Texas",Confirmed (per 100k),70.65,3.97,0.06,9.16,4,1,5,0
"Jasper, Georgia",Confirmed (per 100k),70.33,3.01,0.04,10.51,4,1,5,0
"Bernalillo, New Mexico",Confirmed (per 100k),70.24,3.11,0.04,12.75,4,1,5,0
"Santa Barbara, California",Confirmed (per 100k),70.10,2.94,0.04,12.94,4,1,5,0
"Jackson, Louisiana",Confirmed (per 100k),69.87,3.63,0.05,8.83,4,1,5,0
"Lancaster, South Carolina",Confirmed (per 100k),69.38,3.06,0.04,13.45,4,1,5,0
"Brazoria, Texas",Confirmed (per 100k),69.20,2.94,0.04,13.01,4,1,5,0
"Branch, Michigan",Confirmed (per 100k),68.94,4.27,0.06,9.14,4,1,5,0
"Manatee, Florida",Confirmed (per 100k),68.44,3.51,0.05,10.12,4,1,5,0
"Delaware, Indiana",Confirmed (per 100k),67.46,4.01,0.06,8.77,4,1,5,0
"Grenada, Mississippi",Confirmed (per 100k),67.44,3.44,0.05,9.63,4,1,5,1
"Burke, North Carolina",Confirmed (per 100k),67.41,3.47,0.05,11.28,4,1,5,-2
"Wharton, Texas",Confirmed (per 100k),67.38,3.78,0.06,10.05,4,1,5,-2
"Potter, Texas",Confirmed (per 100k),67.28,4.62,0.07,7.84,4,1,5,0
"Pima, Arizona",Confirmed (per 100k),66.84,3.68,0.06,10.14,4,1,5,0
"Newton, Mississippi",Confirmed (per 100k),66.61,4.76,0.07,7.07,4,1,5,0
"Darlington, South Carolina",Confirmed (per 100k),66.05,3.22,0.05,11.48,4,1,5,0
"Caroline, Maryland",Confirmed (per 100k),65.86,4.28,0.06,7.20,4,1,5,-2
"Charlotte, Florida",Confirmed (per 100k),65.64,4.23,0.06,8.34,4,1,5,-1
"Lorain, Ohio",Confirmed (per 100k),65.52,3.41,0.05,10.31,4,1,5,0
"Herkimer, New York",Confirmed (per 100k),65.23,2.80,0.04,13.98,4,1,5,0
"Montgomery, Indiana",Confirmed (per 100k),65.21,2.61,0.04,13.91,4,1,5,0
"Warrick, Indiana",Confirmed (per 100k),65.08,3.63,0.06,9.87,4,1,5,-2
"Montgomery, New York",Confirmed (per 100k),65.01,4.06,0.06,9.25,4,1,5,0
"Brazos, Texas",Confirmed (per 100k),65.01,2.87,0.04,13.00,4,1,5,0
"Imperial, California",Confirmed (per 100k),64.56,2.52,0.04,12.21,4,1,5,1
"Schoharie, New York",Confirmed (per 100k),64.52,3.69,0.06,7.62,4,1,5,2
"Lawrence, Pennsylvania",Confirmed (per 100k),64.32,3.68,0.06,9.45,4,1,5,-1
"Suffolk, Virginia",Confirmed (per 100k),64.06,4.19,0.07,7.17,4,1,5,-1
"Monroe, Indiana",Confirmed (per 100k),64.00,3.56,0.06,9.52,4,1,5,0
"Lowndes, Georgia",Confirmed (per 100k),63.88,3.16,0.05,10.53,4,1,5,0
"Fayette, Kentucky",Confirmed (per 100k),63.75,3.27,0.05,10.16,4,1,5,0
"Craig, Oklahoma",Confirmed (per 100k),63.64,4.04,0.06,7.45,4,1,5,-1
"Elbert, Colorado",Confirmed (per 100k),63.60,4.28,0.07,7.62,4,1,5,0
"Woodford, Kentucky",Confirmed (per 100k),63.59,4.27,0.07,7.19,4,1,5,-1
"Greene, Pennsylvania",Confirmed (per 100k),63.48,3.15,0.05,12.73,4,1,5,0
"King George, Virginia",Confirmed (per 100k),63.35,3.19,0.05,10.74,4,1,5,1
"Florence, South Carolina",Confirmed (per 100k),62.91,3.82,0.06,8.28,4,1,5,-1
"Emmet, Michigan",Confirmed (per 100k),62.85,2.99,0.05,12.72,4,1,5,0
"Forsyth, Georgia",Confirmed (per 100k),62.64,3.45,0.06,9.73,4,1,5,0
"Portsmouth, Virginia",Confirmed (per 100k),62.50,3.48,0.06,10.08,4,1,5,0
"Santa Rosa, Florida",Confirmed (per 100k),62.39,3.80,0.06,9.32,4,1,5,0
"Grant, Indiana",Confirmed (per 100k),62.34,4.34,0.07,7.55,4,1,5,0
"San Benito, California",Confirmed (per 100k),62.09,3.64,0.06,10.22,4,1,5,0
"Bay, Michigan",Confirmed (per 100k),62.06,4.02,0.06,8.13,4,1,5,0
"Shenandoah, Virginia",Confirmed (per 100k),61.90,3.28,0.05,7.69,4,1,5,1
"Jefferson, Missouri",Confirmed (per 100k),61.76,2.98,0.05,11.51,4,1,5,0
"Isabella, Michigan",Confirmed (per 100k),61.54,4.09,0.07,8.21,4,1,5,-2
"Lake, Colorado",Confirmed (per 100k),61.52,3.52,0.06,9.01,4,1,5,1
"Chesterfield, South Carolina",Confirmed (per 100k),61.34,3.44,0.06,9.29,4,1,5,0
"Tuscaloosa, Alabama",Confirmed (per 100k),61.14,3.07,0.05,10.74,4,1,5,-2
"Allegany, New York",Confirmed (per 100k),60.75,3.41,0.06,10.68,4,1,5,0
"Petersburg, Virginia",Confirmed (per 100k),60.61,4.10,0.07,7.89,4,1,5,0
"Oklahoma, Oklahoma",Confirmed (per 100k),60.57,3.06,0.05,11.42,4,1,5,0
"Madison, Virginia",Confirmed (per 100k),60.33,3.23,0.05,8.89,4,1,5,0
"Highlands, Florida",Confirmed (per 100k),60.25,3.36,0.06,9.71,4,1,5,0
"Jackson, Alabama",Confirmed (per 100k),60.05,3.04,0.05,9.98,4,1,5,0
"Halifax, North Carolina",Confirmed (per 100k),59.99,3.43,0.06,7.85,4,1,5,0
"McKenzie, North Dakota",Confirmed (per 100k),59.90,2.85,0.05,10.05,4,1,5,-1
"Ben Hill, Georgia",Confirmed (per 100k),59.88,3.42,0.06,9.01,4,1,5,0
"Spartanburg, South Carolina",Confirmed (per 100k),59.73,3.13,0.05,10.71,4,1,5,-1
"Toombs, Georgia",Confirmed (per 100k),59.63,3.73,0.06,7.17,4,1,5,0
"Deaf Smith, Texas",Confirmed (per 100k),59.31,3.08,0.05,9.01,4,1,5,2
"Lincoln, Missouri",Confirmed (per 100k),59.31,2.18,0.04,13.98,4,1,5,1
"Carroll, New Hampshire",Confirmed (per 100k),59.29,2.92,0.05,11.99,4,1,5,0
"Kern, California",Confirmed (per 100k),59.21,3.33,0.06,8.15,4,1,5,0
"Fairfield, Ohio",Confirmed (per 100k),58.39,2.81,0.05,11.70,4,1,5,0
"Dunklin, Missouri",Confirmed (per 100k),58.36,3.92,0.07,7.36,4,1,5,-1
"Bon Homme, South Dakota",Confirmed (per 100k),57.96,4.14,0.07,7.97,4,1,5,-2
"Lamar, Alabama",Confirmed (per 100k),57.95,3.10,0.05,11.20,4,1,5,-2
"Marlboro, South Carolina",Confirmed (per 100k),57.43,3.83,0.07,8.16,4,1,5,-2
"Anson, North Carolina",Confirmed (per 100k),57.27,3.51,0.06,7.16,4,1,5,0
"Chesapeake, Virginia",Confirmed (per 100k),57.18,3.27,0.06,9.64,4,1,5,0
"Lenawee, Michigan",Confirmed (per 100k),56.88,3.05,0.05,9.78,4,1,5,0
"Ontario, New York",Confirmed (per 100k),56.48,3.64,0.06,8.66,4,1,5,0
"Anderson, South Carolina",Confirmed (per 100k),56.28,2.54,0.05,13.11,4,1,5,0
"Ashley, Arkansas",Confirmed (per 100k),55.96,4.36,0.08,7.04,4,1,5,-3
"Hampton, Virginia",Confirmed (per 100k),55.76,3.19,0.06,9.86,4,1,5,0
"Colleton, South Carolina",Confirmed (per 100k),55.74,3.03,0.05,8.83,4,1,5,0
"Boyd, Kentucky",Confirmed (per 100k),55.65,3.36,0.06,8.72,4,1,5,-1
"Jefferson, Texas",Confirmed (per 100k),55.65,3.18,0.06,8.56,4,1,5,-1
"Shelby, Ohio",Confirmed (per 100k),55.57,2.65,0.05,12.74,4,1,5,-1
"Johnson, Kansas",Confirmed (per 100k),55.44,2.47,0.04,12.76,4,1,5,0
"Orange, Texas",Confirmed (per 100k),55.16,3.25,0.06,8.95,4,1,5,-1
"Sacramento, California",Confirmed (per 100k),54.96,2.68,0.05,10.91,4,1,5,0
"Maui, Hawaii",Confirmed (per 100k),54.95,3.41,0.06,8.07,4,1,5,-1
"Danville, Virginia",Confirmed (per 100k),54.94,2.50,0.05,13.22,4,1,5,0
"Clinton, Ohio",Confirmed (per 100k),54.80,3.06,0.06,7.50,4,1,5,0
"Calhoun, Alabama",Confirmed (per 100k),54.58,2.64,0.05,12.69,4,1,5,-1
"Montgomery, Texas",Confirmed (per 100k),54.50,2.61,0.05,10.57,4,1,5,0
"Franklin, Tennessee",Confirmed (per 100k),54.49,3.05,0.06,10.43,4,1,5,0
"Whiteside, Illinois",Confirmed (per 100k),54.37,3.11,0.06,9.76,4,1,5,0
"Swisher, Texas",Confirmed (per 100k),54.08,3.86,0.07,7.27,4,1,5,-3
"Kent, Michigan",Confirmed (per 100k),53.88,3.00,0.06,9.11,4,1,5,0
"Taylor, Texas",Confirmed (per 100k),53.61,3.10,0.06,8.75,4,1,5,-1
"Jessamine, Kentucky",Confirmed (per 100k),53.59,3.17,0.06,8.31,4,1,5,0
"Merrimack, New Hampshire",Confirmed (per 100k),53.50,2.17,0.04,13.54,4,1,5,1
"Jones, Iowa",Confirmed (per 100k),53.19,3.45,0.06,7.83,4,1,5,1
"Randall, Texas",Confirmed (per 100k),53.01,3.84,0.07,7.31,4,1,5,0
"Newport News, Virginia",Confirmed (per 100k),53.01,2.87,0.05,9.78,4,1,5,0
"Seneca, New York",Confirmed (per 100k),52.92,3.36,0.06,9.01,4,1,5,0
"Multnomah, Oregon",Confirmed (per 100k),52.90,3.11,0.06,8.93,4,1,5,0
"Strafford, New Hampshire",Confirmed (per 100k),52.82,2.52,0.05,11.13,4,1,5,1
"Georgetown, South Carolina",Confirmed (per 100k),52.65,2.51,0.05,12.50,4,1,5,0
"St. Clair, Alabama",Confirmed (per 100k),52.51,2.23,0.04,13.12,4,1,5,1
"Noble, Indiana",Confirmed (per 100k),52.36,1.80,0.03,10.97,4,1,5,2
"Carroll, Ohio",Confirmed (per 100k),52.02,2.65,0.05,10.74,4,1,5,0
"Jo Daviess, Illinois",Confirmed (per 100k),51.80,3.36,0.06,9.21,4,1,5,-1
"Cumberland, Pennsylvania",Confirmed (per 100k),51.70,2.65,0.05,10.40,4,1,5,0
"Fredericksburg, Virginia",Confirmed (per 100k),51.66,2.95,0.06,8.66,4,1,5,0
"Hennepin, Minnesota",Confirmed (per 100k),51.43,2.80,0.05,8.79,4,1,5,-1
"York, Virginia",Confirmed (per 100k),51.26,2.09,0.04,13.44,4,1,5,0
"Tooele, Utah",Confirmed (per 100k),51.20,2.37,0.05,11.43,4,1,5,0
"Indiana, Pennsylvania",Confirmed (per 100k),51.15,3.74,0.07,7.02,4,1,5,-1
"Henry, Illinois",Confirmed (per 100k),51.11,3.80,0.07,7.27,4,1,5,-1
"Blackford, Indiana",Confirmed (per 100k),51.03,2.43,0.05,11.09,4,1,5,1
"Okaloosa, Florida",Confirmed (per 100k),50.77,2.37,0.05,12.32,4,1,5,0
"Franklin, Pennsylvania",Confirmed (per 100k),50.31,2.76,0.05,9.12,4,1,5,-1
"Citrus, Florida",Confirmed (per 100k),50.11,2.29,0.05,12.79,4,1,5,0
"Columbia, Georgia",Confirmed (per 100k),49.77,2.64,0.05,10.19,4,1,5,0
"Clark, Kentucky",Confirmed (per 100k),49.64,2.76,0.06,9.16,4,1,5,0
"Vance, North Carolina",Confirmed (per 100k),49.40,2.89,0.06,9.51,4,1,5,0
"Finney, Kansas",Confirmed (per 100k),49.36,2.35,0.05,11.09,4,1,5,0
"Wood, Ohio",Confirmed (per 100k),48.92,2.51,0.05,10.29,4,1,5,0
"Poquoson, Virginia",Confirmed (per 100k),48.90,2.33,0.05,13.17,4,1,5,0
"Montgomery, Tennessee",Confirmed (per 100k),48.81,2.53,0.05,11.34,4,1,5,0
"DeKalb, Tennessee",Confirmed (per 100k),48.80,2.09,0.04,13.51,4,1,5,1
"Lake, Florida",Confirmed (per 100k),48.76,2.06,0.04,13.41,4,1,5,0
"Oscoda, Michigan",Confirmed (per 100k),48.54,3.47,0.07,7.97,4,1,5,-1
"Wayne, Ohio",Confirmed (per 100k),48.40,3.09,0.06,7.83,4,1,5,-1
"Pope, Arkansas",Confirmed (per 100k),48.38,3.12,0.06,8.76,4,1,5,-1
"Wake, North Carolina",Confirmed (per 100k),48.30,1.93,0.04,13.57,4,1,5,0
"Miami, Indiana",Confirmed (per 100k),47.87,3.22,0.07,8.57,4,1,5,0
"McLean, Illinois",Confirmed (per 100k),47.81,2.92,0.06,9.89,4,1,5,0
"Cullman, Alabama",Confirmed (per 100k),47.75,3.24,0.07,7.78,4,1,5,-1
"Livingston, Illinois",Confirmed (per 100k),47.69,3.21,0.07,8.23,4,1,5,-1
"Warren, Missouri",Confirmed (per 100k),47.69,2.40,0.05,11.09,4,1,5,0
"Talladega, Alabama",Confirmed (per 100k),47.51,3.22,0.07,8.31,4,1,5,0
"Stark, Ohio",Confirmed (per 100k),47.49,2.35,0.05,10.83,4,1,5,0
"Allen, Indiana",Confirmed (per 100k),47.46,2.90,0.06,7.98,4,1,5,-1
"Columbia, Florida",Confirmed (per 100k),47.43,2.39,0.05,9.01,4,1,5,-1
"Pamlico, North Carolina",Confirmed (per 100k),47.15,3.37,0.07,7.27,4,1,5,-1
"Tarrant, Texas",Confirmed (per 100k),47.09,2.80,0.06,8.44,4,1,5,0
"Arenac, Michigan",Confirmed (per 100k),47.03,1.92,0.04,10.39,4,1,5,0
"Itawamba, Mississippi",Confirmed (per 100k),47.03,2.44,0.05,9.35,4,1,5,-1
"Limestone, Texas",Confirmed (per 100k),46.93,3.05,0.06,8.80,4,1,5,-1
"New Madrid, Missouri",Confirmed (per 100k),46.85,2.51,0.05,10.28,4,1,5,-3
"Cheatham, Tennessee",Confirmed (per 100k),46.72,2.11,0.05,13.17,4,1,5,1
"Shawnee, Kansas",Confirmed (per 100k),46.36,2.67,0.06,9.46,4,1,5,-1
"Yolo, California",Confirmed (per 100k),46.26,3.30,0.07,7.14,4,1,5,-1
"Grant, Oklahoma",Confirmed (per 100k),46.16,3.30,0.07,7.27,4,1,5,-1
"Collin, Texas",Confirmed (per 100k),46.10,2.29,0.05,11.96,4,1,5,0
"Lowndes, Mississippi",Confirmed (per 100k),46.08,2.19,0.05,11.20,4,1,5,0
"Orange, Virginia",Confirmed (per 100k),45.88,3.08,0.07,7.19,4,1,5,-1
"Montezuma, Colorado",Confirmed (per 100k),45.83,2.18,0.05,12.13,4,1,5,0
"Jasper, Iowa",Confirmed (per 100k),45.72,2.69,0.06,7.07,4,1,5,1
"Polk, Iowa",Confirmed (per 100k),45.70,2.51,0.05,9.07,4,1,5,0
"Scott, Kentucky",Confirmed (per 100k),45.61,3.01,0.07,7.10,4,1,5,0
"Jefferson, Georgia",Confirmed (per 100k),45.57,2.79,0.06,8.43,4,1,5,-1
"White, Georgia",Confirmed (per 100k),45.46,2.32,0.05,10.60,4,1,5,-1
"Jackson, Georgia",Confirmed (per 100k),45.22,2.15,0.05,11.31,4,1,5,0
"Fulton, New York",Confirmed (per 100k),44.96,2.41,0.05,9.82,4,1,5,-1
"Fayette, Pennsylvania",Confirmed (per 100k),44.87,2.87,0.06,8.93,4,1,5,0
"San Bernardino, California",Confirmed (per 100k),44.81,2.93,0.07,8.02,4,1,5,-1
"Armstrong, Pennsylvania",Confirmed (per 100k),44.80,2.21,0.05,11.43,4,1,5,-1
"Hays, Texas",Confirmed (per 100k),44.75,1.99,0.04,12.00,4,1,5,1
"San Joaquin, California",Confirmed (per 100k),44.74,1.82,0.04,12.82,4,1,5,1
"Franklin, Alabama",Confirmed (per 100k),44.64,2.28,0.05,8.38,4,1,5,0
"Randolph, Indiana",Confirmed (per 100k),44.60,2.32,0.05,10.39,4,1,5,-1
"Wayne, Mississippi",Confirmed (per 100k),44.59,2.83,0.06,8.66,4,1,5,0
"Nash, North Carolina",Confirmed (per 100k),44.54,2.27,0.05,9.86,4,1,5,0
"Berkeley, South Carolina",Confirmed (per 100k),44.32,2.70,0.06,8.05,4,1,5,0
